row,id,prompt,answer,label_json
139,ts6_37,"Yeah okay yeah that's that's great to know. Thank you. So we are coming up on the end here, my last few questions are just kind of general and they helped me learn on your thoughts about vaccination as a whole. So have your children received any other vaccinations, like the routine childhood vaccinations.","Yeah, they both received all of their routine and childhood vaccinations.","[{'Original_Text': 'Yeah, they both received all of their routine and childhood vaccinations.', 'Code': 'Did receive routine vaccinations', 'Topic': 'Vaccination History', 'Keywords': ['Routine Vaccinations', 'Have received']}]"
132,ts6_30,"Yeah, but like so. So when you say mildly inconvenient. You mean like just getting just getting in, organizing it, arranging it?",Yeah.,"[{'Original_Text': 'Yeah, but like so. So when you say mildly inconvenient.', 'Code': 'Organization', 'Topic': 'Vaccine Access & Cost', 'Keywords': ['Access', 'Scheduling']}, {'Original_Text': 'You mean like just getting just getting in, organizing it, arranging it?', 'Code': 'No Cost', 'Topic': 'Vaccine Cost', 'Keywords': ['Cost', 'No Cost']}]"
133,ts6_31,"So when you talked to. You said you talked to the allergy specialist about the flu vaccine, what prompted you to start thinking about the vaccine? You mentioned a letter. It was that something that came from your GP or what, what, can you tell me a little more about that?","Yes, so we were invited in for the first time that we, I think, I cant remember but we got an invitation, invitation for my son to have the flu vaccine. And I think part of, I don't know if there's a medical form or something that you had to fill in and it mentioned about egg allergy. So that just I think that's what kind of led me to it. But I'm fairly confident our invitation for um, to get the vaccine came from the GP.","[{'Original_Text': ""And I think part of, I don't know if there's a medical form or something that you had to fill in and it mentioned about egg allergy."", 'Code': 'GP Sent Medical Form', 'Topic': 'GP Sent Form', 'Keywords': ['Form', 'Medical']}, {'Original_Text': ""So that just I think that's what kind of led me to it."", 'Code': 'Mention of Egg Allergy', 'Topic': 'Allergy Knowledge', 'Keywords': ['Allergy', 'Egg']}, {'Original_Text': ""But I'm fairly confident our invitation for um, to get the vaccine came from the GP."", 'Code': 'Invitation from GP', 'Topic': 'Information Source', 'Keywords': ['Invitation', 'GP']}]"
136,ts6_34,"Yeah, no. That makes sense. Um, so it wasn't it sounding like it wasn't important to you that she not receive the vaccine. It was just sort of the inconvenience. It just didn't kind of end up happening is that correct, or am I sort of misunderstanding?","That's right. I actually did wanted to have the vaccine. I just didn't have the, I just, I wasn't able to arrange it and then when I did phone up to arrange it. It was no longer available.","[{'Original_Text': 'I actually did want to have the vaccine', 'Code': 'Vaccine Intent', 'Topic': 'Vaccine Intent', 'Keywords': ['Vaccine', 'Vaccine Intent']}]"
138,ts6_36,"Yeah, it was a long time ago.","I know. I think it was around November. It was definitely and it wasn't October, I think it was, I think it was slipping around November time. We have like so many different things going on at that time as well because it's kind of between October and December when both of the children just start school at the same time there's like a million different things to do. I think was November.","[{'Original_Text': 'I think it was around November', 'Code': 'December', 'Topic': 'Calendar Date', 'Keywords': ['Date', 'Season']}, {'Original_Text': 'I know. I think it was around November.', 'Code': 'November', 'Topic': 'Month and Year', 'Keywords': ['Date', 'Year']}]"
140,ts6_38,"Um, can you explain how you decided that they will receive those vaccinations? Like, was it something you researched, something you talk to your GP about, or was it something that you just said you know, you didn't really feel like you needed to learn about you just decided to kind of do it, you know, can you speak to that a little?","Yeah, I think it was. There was never any question. There was never any doubt that we would get them vaccinated. So I didn't do any research. I don't know if, when it, when I was little. When I was a little girl. I remember like when I was a child at school, I remember some, I remember people coming down with things like meningitis and like the other, with these other onditions that they're able to get vaccinated against and being severely ill and all. There's no way I'm having my kids suffer from any of these conditions, if I can avoid it. So they're definitely getting vaccinated.","[{'Original_Text': ""There's no way I'm having my kids suffer from any of these conditions, if I can avoid it."", 'Code': 'No Suffering', 'Topic': 'Suffering or Death', 'Keywords': ['Suffering', 'Death']}, {'Original_Text': ""They're definitely getting vaccinated."", 'Code': 'Clear Vaccinations', 'Topic': 'Vaccinations', 'Keywords': ['Vaccinations', 'Mandatory']}]"
142,ts6_40,And how did that work out? like how did you get that vaccine was it something that was offered through work or something you went to a pharmacy for?,"So it was something that was offered through work. So Newcastle University had signed up to some sort of partnership with boots chemist and and they were offering free vaccinations. So yeah, went in and got that.","[{'Original_Text': 'So it was something that was offered through work.', 'Code': 'Vaccine Through Workplace', 'Topic': 'Vaccination', 'Keywords': ['Workplace', 'Vaccination']}, {'Original_Text': 'Newcastle University had signed up to some sort of partnership with boots chemist and and they were offering free vaccinations.', 'Code': 'Vaccination Through Boots', 'Topic': 'Vaccination', 'Keywords': ['Boots', 'Vaccination']}]"
143,ts6_41,"Yeah, that certainly makes that easy. So that was my, my last question, but the thing I kind of like to close on is just, is there anything about the flu, or flu vaccine, or vaccination in general, just anything that I didn't ask about that you were hoping we could talk about before we kind of close things off there.","Ah no problem. Probably one of the things I mentioned just about the whole allergy side of things, like, I don't know if this impact on the research that you're doing it all, but just that and things like that get kind of updated in the kind of the advice from the allergy side of things is updated, but the advice that we are given as parents isn't right and I think it would put probably, you know, if I hadn't had such a good relationship with the allergy team, it would quite easily put you off to say, ""well, no, I'm not going to get them vaccinated because it says here that causes a problem."" So I think that kind of and I guess one side being updated and the other side not being updated as a bit of a problem. That's a bit of a problem.","[{'Original_Text': 'The thing I kind of like to close on is just ', 'Code': 'Close Question', 'Topic': 'Discussion Closing', 'Keywords': ['Closing']}, {'Original_Text': 'Probably one of the things I mentioned just about the whole allergy side of things, like,', 'Code': 'Allergies as a Concern', 'Topic': 'Issues with Flu Vaccine', 'Keywords': ['Allergies', 'Flu Vaccine Concerns']}]"
128,ts6_26,"Yeah, so that's interesting. So it's sort of like there's two, if I'm understanding correctly, like the there's two benefits. There's, you know, your child won't get sick, but also like a collective benefit almost responsibility to have them vaccinated to protect other people.",Yeah,"[{'Original_Text': 'Yeah', 'Code': 'Confirmation', 'Topic': 'Benefit', 'Keywords': ['Acknowledgement']}]"
129,ts6_27,"Yeah. Do you think, I'm curious and this is, you know, maybe there's nothing to this, but I wonder, do you think that that sort of collective benefit of protecting other people is something that you thought about before the coronavirus started going around?, You know because there's been so much emphasis on ""stay home save lives"". Do you think that that is something you valued beforehand or is that something that you're realizing is valuable now?",It's something that came beforehand. I probably hadn't thought about it as much until he started school and does the little boy in his class with leukemia.,"[{'Original_Text': ""It's something that came beforehand."", 'Code': 'Previously Thought About', 'Topic': 'Previously Thought About', 'Keywords': ['Collective Responsibility', 'Pre-COVID']}]"
134,ts6_32,"Yeah. Um, so, has your daughter been vaccinated as well, or just your son?","So if we're talking just about if we're talking about this season. So las, just maybe before Christmas time. My son was vaccinated in school as part of their school program that they run. And the letter that was referring to the just now, this time, was a form that we have fill in for the school. But my daughter was invited for a flu vaccine, but we haven't had her vaccinated.","[{'Original_Text': 'My son was vaccinated in school as part of their school program', 'Code': 'Student Vaccination', 'Topic': 'Vaccination', 'Keywords': ['Immunization Protocol', 'Vaccination']}, {'Original_Text': ""My daughter was invited for a flu vaccine, but we haven't had her vaccinated."", 'Code': 'Not Vaccinated My Child', 'Topic': 'Immunizations', 'Keywords': ['Child', 'Immunizations']}]"
137,ts6_35,"Yeah. And do you happen to know like what time of year it was, you know, can you guess it the month at all or no?",I think it might have been umm....,"[{'Original_Text': 'I think it might have been umm...', 'Code': 'No Specific Time', 'Topic': 'Flu Timing', 'Keywords': ['No Month', 'Date']}]"
